"","sampleName","Year","Tissue","Phenology","indexer","Rootstock","Irrigation","Row","Block"
"A1Y1_205_R","A1Y1_205_R","2017","Reproductive","Harvest","2017_Harvest_Reproductive_15_C_2","1103P","None","15","C"
"A1Y1_206_R","A1Y1_206_R","2017","Reproductive","Harvest","2017_Harvest_Reproductive_15_C_3","1103P","None","15","C"
"A1Y1_207_R","A1Y1_207_R","2017","Reproductive","Harvest","2017_Harvest_Reproductive_15_D_2","SO4","None","15","C"
"A1Y1_208_R","A1Y1_208_R","2017","Reproductive","Harvest","2017_Harvest_Reproductive_15_D_3","SO4","None","15","C"
"A1Y1_209_R","A1Y1_209_R","2017","Reproductive","Harvest","2017_Harvest_Reproductive_16_A_2","1103P","Full","16","C"
"A1Y1_210_R","A1Y1_210_R","2017","Reproductive","Harvest","2017_Harvest_Reproductive_16_A_3","1103P","Full","16","C"
"A1Y1_211_R","A1Y1_211_R","2017","Reproductive","Harvest","2017_Harvest_Reproductive_16_B_2","Ungrafted","Full","16","C"
"A1Y1_212_R","A1Y1_212_R","2017","Reproductive","Harvest","2017_Harvest_Reproductive_16_B_3","Ungrafted","Full","16","C"
"A1Y1_213_R","A1Y1_213_R","2017","Reproductive","Harvest","2017_Harvest_Reproductive_16_C_2","SO4","Full","16","C"
"A1Y1_214_R","A1Y1_214_R","2017","Reproductive","Harvest","2017_Harvest_Reproductive_16_C_3","SO4","Full","16","C"
"A1Y1_215_R","A1Y1_215_R","2017","Reproductive","Harvest","2017_Harvest_Reproductive_16_D_2","3309C","Full","16","C"
"A1Y1_216_R","A1Y1_216_R","2017","Reproductive","Harvest","2017_Harvest_Reproductive_16_D_3","3309C","Full","16","C"
"A1Y1_217_L","A1Y1_217_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_8_A_2","1103P","None","8","A"
"A1Y1_218_L","A1Y1_218_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_8_A_3","1103P","None","8","A"
"A1Y1_219_L","A1Y1_219_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_8_B_2","3309C","None","8","A"
"A1Y1_220_L","A1Y1_220_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_8_B_3","3309C","None","8","A"
"A1Y1_221_L","A1Y1_221_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_8_C_2","SO4","None","8","A"
"A1Y1_222_L","A1Y1_222_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_8_C_3","SO4","None","8","A"
"A1Y2_224_L","A1Y2_224_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_8_D_3","Ungrafted","None","8","A"
"A1Y2_226_L","A1Y2_226_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_9_A_3","Ungrafted","RDI","9","A"
"A1Y2_227_L","A1Y2_227_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_9_B_2","1103P","RDI","9","A"
"A1Y2_228_L","A1Y2_228_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_9_B_3","1103P","RDI","9","A"
"A1Y2_229_L","A1Y2_229_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_9_C_2","3309C","RDI","9","A"
"A1Y2_230_L","A1Y2_230_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_9_C_3","3309C","RDI","9","A"
"A1Y2_231_L","A1Y2_231_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_9_D_2","SO4","RDI","9","A"
"A1Y2_232_L","A1Y2_232_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_9_D_3","SO4","RDI","9","A"
"A1Y2_233_L","A1Y2_233_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_10_A_2","3309C","Full","10","A"
"A1Y2_234_L","A1Y2_234_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_10_A_3","3309C","Full","10","A"
"A1Y2_236_L","A1Y2_236_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_10_B_3","SO4","Full","10","A"
"A1Y2_237_L","A1Y2_237_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_10_C_2","Ungrafted","Full","10","A"
"A1Y2_238_L","A1Y2_238_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_10_C_3","Ungrafted","Full","10","A"
"A1Y2_239_L","A1Y2_239_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_10_D_2","1103P","Full","10","A"
"A1Y2_240_L","A1Y2_240_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_10_D_3","1103P","Full","10","A"
"A1Y2_241_L","A1Y2_241_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_11_A_2","3309C","RDI","11","B"
"A1Y2_242_L","A1Y2_242_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_11_A_3","3309C","RDI","11","B"
"A1Y2_243_L","A1Y2_243_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_11_B_2","1103P","RDI","11","B"
"A1Y2_244_L","A1Y2_244_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_11_B_3","1103P","RDI","11","B"
"A1Y2_245_L","A1Y2_245_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_11_C_2","Ungrafted","RDI","11","B"
"A1Y2_246_L","A1Y2_246_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_11_C_3","Ungrafted","RDI","11","B"
"A1Y2_247_L","A1Y2_247_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_11_D_2","SO4","RDI","11","B"
"A1Y2_248_L","A1Y2_248_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_11_D_3","SO4","RDI","11","B"
"A1Y2_249_L","A1Y2_249_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_12_A_2","1103P","Full","12","B"
"A1Y2_251_L","A1Y2_251_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_12_B_2","Ungrafted","Full","12","B"
"A1Y2_254_L","A1Y2_254_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_12_C_3","SO4","Full","12","B"
"A1Y2_255_L","A1Y2_255_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_12_D_2","3309C","Full","12","B"
"A1Y2_256_L","A1Y2_256_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_12_D_3","3309C","Full","12","B"
"A1Y2_258_L","A1Y2_258_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_13_A_3","SO4","None","13","B"
"A1Y2_259_L","A1Y2_259_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_13_B_2","3309C","None","13","B"
"A1Y2_260_L","A1Y2_260_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_13_B_3","3309C","None","13","B"
"A1Y2_261_L","A1Y2_261_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_13_C_2","1103P","None","13","B"
"A1Y2_262_L","A1Y2_262_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_13_C_3","1103P","None","13","B"
"A1Y2_263_L","A1Y2_263_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_13_D_2","Ungrafted","None","13","B"
"A1Y2_264_L","A1Y2_264_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_13_D_3","Ungrafted","None","13","B"
"A1Y2_265_L","A1Y2_265_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_14_A_2","3309C","RDI","14","C"
"A1Y2_266_L","A1Y2_266_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_14_A_3","3309C","RDI","14","C"
"A1Y2_267_L","A1Y2_267_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_14_B_2","SO4","RDI","14","C"
"A1Y2_268_L","A1Y2_268_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_14_B_3","SO4","RDI","14","C"
"A1Y2_269_L","A1Y2_269_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_14_C_2","Ungrafted","RDI","14","C"
"A1Y2_271_L","A1Y2_271_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_14_D_2","1103P","RDI","14","C"
"A1Y2_272_L","A1Y2_272_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_14_D_3","1103P","RDI","14","C"
"A1Y2_274_L","A1Y2_274_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_15_A_3","Ungrafted","None","15","C"
"A1Y2_275_L","A1Y2_275_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_15_B_2","3309C","None","15","C"
"A1Y2_277_L","A1Y2_277_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_15_C_2","1103P","None","15","C"
"A1Y2_278_L","A1Y2_278_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_15_C_3","1103P","None","15","C"
"A1Y2_279_L","A1Y2_279_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_15_D_2","SO4","None","15","C"
"A1Y2_280_L","A1Y2_280_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_15_D_3","SO4","None","15","C"
"A1Y2_281_L","A1Y2_281_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_16_A_2","1103P","Full","16","C"
"A1Y2_282_L","A1Y2_282_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_16_A_3","1103P","Full","16","C"
"A1Y2_283_L","A1Y2_283_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_16_B_2","Ungrafted","Full","16","C"
"A1Y2_284_L","A1Y2_284_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_16_B_3","Ungrafted","Full","16","C"
"A1Y2_285_L","A1Y2_285_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_16_C_2","SO4","Full","16","C"
"A1Y2_286_L","A1Y2_286_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_16_C_3","SO4","Full","16","C"
"A1Y2_287_L","A1Y2_287_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_16_D_2","3309C","Full","16","C"
"A1Y2_288_L","A1Y2_288_L","2018","Leaf","Anthesis","2018_Anthesis_Leaf_16_D_3","3309C","Full","16","C"
"A1Y2_289_L","A1Y2_289_L","2018","Leaf","Veraison","2018_Veraison_Leaf_8_A_2","1103P","None","8","A"
"A1Y2_290_L","A1Y2_290_L","2018","Leaf","Veraison","2018_Veraison_Leaf_8_A_3","1103P","None","8","A"
"A1Y2_291_L","A1Y2_291_L","2018","Leaf","Veraison","2018_Veraison_Leaf_8_B_2","3309C","None","8","A"
"A1Y2_292_L","A1Y2_292_L","2018","Leaf","Veraison","2018_Veraison_Leaf_8_B_3","3309C","None","8","A"
"A1Y2_293_L","A1Y2_293_L","2018","Leaf","Veraison","2018_Veraison_Leaf_8_C_2","SO4","None","8","A"
"A1Y2_294_L","A1Y2_294_L","2018","Leaf","Veraison","2018_Veraison_Leaf_8_C_3","SO4","None","8","A"
"A1Y2_295_L","A1Y2_295_L","2018","Leaf","Veraison","2018_Veraison_Leaf_8_D_2","Ungrafted","None","8","A"
"A1Y2_296_L","A1Y2_296_L","2018","Leaf","Veraison","2018_Veraison_Leaf_8_D_3","Ungrafted","None","8","A"
"A1Y2_297_L","A1Y2_297_L","2018","Leaf","Veraison","2018_Veraison_Leaf_9_A_2","Ungrafted","RDI","9","A"
"A1Y2_299_L","A1Y2_299_L","2018","Leaf","Veraison","2018_Veraison_Leaf_9_B_2","1103P","RDI","9","A"
"A1Y2_300_L","A1Y2_300_L","2018","Leaf","Veraison","2018_Veraison_Leaf_9_B_3","1103P","RDI","9","A"
"A1Y2_301_L","A1Y2_301_L","2018","Leaf","Veraison","2018_Veraison_Leaf_9_C_2","3309C","RDI","9","A"
"A1Y2_302_L","A1Y2_302_L","2018","Leaf","Veraison","2018_Veraison_Leaf_9_C_3","3309C","RDI","9","A"
"A1Y2_303_L","A1Y2_303_L","2018","Leaf","Veraison","2018_Veraison_Leaf_9_D_2","SO4","RDI","9","A"
"A1Y2_304_L","A1Y2_304_L","2018","Leaf","Veraison","2018_Veraison_Leaf_9_D_3","SO4","RDI","9","A"
"A1Y2_305_L","A1Y2_305_L","2018","Leaf","Veraison","2018_Veraison_Leaf_10_A_2","3309C","Full","10","A"
"A1Y2_306_L","A1Y2_306_L","2018","Leaf","Veraison","2018_Veraison_Leaf_10_A_3","3309C","Full","10","A"
"A1Y2_308_L","A1Y2_308_L","2018","Leaf","Veraison","2018_Veraison_Leaf_10_B_3","SO4","Full","10","A"
"A1Y2_309_L","A1Y2_309_L","2018","Leaf","Veraison","2018_Veraison_Leaf_10_C_2","Ungrafted","Full","10","A"
"A1Y2_310_L","A1Y2_310_L","2018","Leaf","Veraison","2018_Veraison_Leaf_10_C_3","Ungrafted","Full","10","A"
"A1Y2_311_L","A1Y2_311_L","2018","Leaf","Veraison","2018_Veraison_Leaf_10_D_2","1103P","Full","10","A"
"A1Y2_313_L","A1Y2_313_L","2018","Leaf","Veraison","2018_Veraison_Leaf_11_A_2","3309C","RDI","11","B"
"A1Y2_314_L","A1Y2_314_L","2018","Leaf","Veraison","2018_Veraison_Leaf_11_A_3","3309C","RDI","11","B"
"A1Y2_315_L","A1Y2_315_L","2018","Leaf","Veraison","2018_Veraison_Leaf_11_B_2","1103P","RDI","11","B"
"A1Y2_316_L","A1Y2_316_L","2018","Leaf","Veraison","2018_Veraison_Leaf_11_B_3","1103P","RDI","11","B"
"A1Y2_317_L","A1Y2_317_L","2018","Leaf","Veraison","2018_Veraison_Leaf_11_C_2","Ungrafted","RDI","11","B"
"A1Y2_318_L","A1Y2_318_L","2018","Leaf","Veraison","2018_Veraison_Leaf_11_C_3","Ungrafted","RDI","11","B"
"A1Y2_319_L","A1Y2_319_L","2018","Leaf","Veraison","2018_Veraison_Leaf_11_D_2","SO4","RDI","11","B"
"A1Y2_320_L","A1Y2_320_L","2018","Leaf","Veraison","2018_Veraison_Leaf_11_D_3","SO4","RDI","11","B"
"A1Y2_321_L","A1Y2_321_L","2018","Leaf","Veraison","2018_Veraison_Leaf_12_A_2","1103P","Full","12","B"
"A1Y2_322_L","A1Y2_322_L","2018","Leaf","Veraison","2018_Veraison_Leaf_12_A_3","1103P","Full","12","B"
"A1Y2_323_L","A1Y2_323_L","2018","Leaf","Veraison","2018_Veraison_Leaf_12_B_2","Ungrafted","Full","12","B"
"A1Y2_324_L","A1Y2_324_L","2018","Leaf","Veraison","2018_Veraison_Leaf_12_B_3","Ungrafted","Full","12","B"
"A1Y2_325_L","A1Y2_325_L","2018","Leaf","Veraison","2018_Veraison_Leaf_12_C_2","SO4","Full","12","B"
"A1Y2_326_L","A1Y2_326_L","2018","Leaf","Veraison","2018_Veraison_Leaf_12_C_3","SO4","Full","12","B"
"A1Y2_327_L","A1Y2_327_L","2018","Leaf","Veraison","2018_Veraison_Leaf_12_D_2","3309C","Full","12","B"
"A1Y2_328_L","A1Y2_328_L","2018","Leaf","Veraison","2018_Veraison_Leaf_12_D_3","3309C","Full","12","B"
"A1Y2_330_L","A1Y2_330_L","2018","Leaf","Veraison","2018_Veraison_Leaf_13_A_3","SO4","None","13","B"
"A1Y2_331_L","A1Y2_331_L","2018","Leaf","Veraison","2018_Veraison_Leaf_13_B_2","3309C","None","13","B"
"A1Y2_333_L","A1Y2_333_L","2018","Leaf","Veraison","2018_Veraison_Leaf_13_C_2","1103P","None","13","B"
"A1Y2_334_L","A1Y2_334_L","2018","Leaf","Veraison","2018_Veraison_Leaf_13_C_3","1103P","None","13","B"
"A1Y2_335_L","A1Y2_335_L","2018","Leaf","Veraison","2018_Veraison_Leaf_13_D_2","Ungrafted","None","13","B"
"A1Y2_336_L","A1Y2_336_L","2018","Leaf","Veraison","2018_Veraison_Leaf_13_D_3","Ungrafted","None","13","B"
"A1Y2_337_L","A1Y2_337_L","2018","Leaf","Veraison","2018_Veraison_Leaf_14_A_2","3309C","RDI","14","C"
"A1Y2_340_L","A1Y2_340_L","2018","Leaf","Veraison","2018_Veraison_Leaf_14_B_3","SO4","RDI","14","C"
"A1Y2_341_L","A1Y2_341_L","2018","Leaf","Veraison","2018_Veraison_Leaf_14_C_2","Ungrafted","RDI","14","C"
"A1Y2_342_L","A1Y2_342_L","2018","Leaf","Veraison","2018_Veraison_Leaf_14_C_3","Ungrafted","RDI","14","C"
"A1Y2_343_L","A1Y2_343_L","2018","Leaf","Veraison","2018_Veraison_Leaf_14_D_2","1103P","RDI","14","C"
"A1Y2_345_L","A1Y2_345_L","2018","Leaf","Veraison","2018_Veraison_Leaf_15_A_2","Ungrafted","None","15","C"
"A1Y2_346_L","A1Y2_346_L","2018","Leaf","Veraison","2018_Veraison_Leaf_15_A_3","Ungrafted","None","15","C"
"A1Y2_347_L","A1Y2_347_L","2018","Leaf","Veraison","2018_Veraison_Leaf_15_B_2","3309C","None","15","C"
"A1Y2_348_L","A1Y2_348_L","2018","Leaf","Veraison","2018_Veraison_Leaf_15_B_3","3309C","None","15","C"
"A1Y2_349_L","A1Y2_349_L","2018","Leaf","Veraison","2018_Veraison_Leaf_15_C_2","1103P","None","15","C"
"A1Y2_350_L","A1Y2_350_L","2018","Leaf","Veraison","2018_Veraison_Leaf_15_C_3","1103P","None","15","C"
"A1Y2_351_L","A1Y2_351_L","2018","Leaf","Veraison","2018_Veraison_Leaf_15_D_2","SO4","None","15","C"
"A1Y2_352_L","A1Y2_352_L","2018","Leaf","Veraison","2018_Veraison_Leaf_15_D_3","SO4","None","15","C"
"A1Y2_353_L","A1Y2_353_L","2018","Leaf","Veraison","2018_Veraison_Leaf_16_A_2","1103P","Full","16","C"
"A1Y2_354_L","A1Y2_354_L","2018","Leaf","Veraison","2018_Veraison_Leaf_16_A_3","1103P","Full","16","C"
"A1Y2_355_L","A1Y2_355_L","2018","Leaf","Veraison","2018_Veraison_Leaf_16_B_2","Ungrafted","Full","16","C"
"A1Y2_356_L","A1Y2_356_L","2018","Leaf","Veraison","2018_Veraison_Leaf_16_B_3","Ungrafted","Full","16","C"
"A1Y2_357_L","A1Y2_357_L","2018","Leaf","Veraison","2018_Veraison_Leaf_16_C_2","SO4","Full","16","C"
"A1Y2_359_L","A1Y2_359_L","2018","Leaf","Veraison","2018_Veraison_Leaf_16_D_2","3309C","Full","16","C"
"A1Y2_360_L","A1Y2_360_L","2018","Leaf","Veraison","2018_Veraison_Leaf_16_D_3","3309C","Full","16","C"
"A1Y2_217_R","A1Y2_217_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_8_A_2","1103P","None","8","A"
"A1Y2_218_R","A1Y2_218_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_8_A_3","1103P","None","8","A"
"A1Y2_219_R","A1Y2_219_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_8_B_2","3309C","None","8","A"
"A1Y2_220_R","A1Y2_220_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_8_B_3","3309C","None","8","A"
"A1Y2_221_R","A1Y2_221_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_8_C_2","SO4","None","8","A"
"A1Y2_222_R","A1Y2_222_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_8_C_3","SO4","None","8","A"
"A1Y2_223_R","A1Y2_223_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_8_D_2","Ungrafted","None","8","A"
"A1Y2_224_R","A1Y2_224_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_8_D_3","Ungrafted","None","8","A"
"A1Y2_226_R","A1Y2_226_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_9_A_3","Ungrafted","RDI","9","A"
"A1Y2_227_R","A1Y2_227_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_9_B_2","1103P","RDI","9","A"
"A1Y2_228_R","A1Y2_228_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_9_B_3","1103P","RDI","9","A"
"A1Y2_229_R","A1Y2_229_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_9_C_2","3309C","RDI","9","A"
"A1Y2_230_R","A1Y2_230_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_9_C_3","3309C","RDI","9","A"
"A1Y2_231_R","A1Y2_231_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_9_D_2","SO4","RDI","9","A"
"A1Y2_232_R","A1Y2_232_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_9_D_3","SO4","RDI","9","A"
"A1Y2_233_R","A1Y2_233_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_10_A_2","3309C","Full","10","A"
"A1Y2_234_R","A1Y2_234_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_10_A_3","3309C","Full","10","A"
"A1Y2_236_R","A1Y2_236_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_10_B_3","SO4","Full","10","A"
"A1Y2_237_R","A1Y2_237_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_10_C_2","Ungrafted","Full","10","A"
"A1Y2_238_R","A1Y2_238_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_10_C_3","Ungrafted","Full","10","A"
"A1Y2_239_R","A1Y2_239_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_10_D_2","1103P","Full","10","A"
"A1Y2_240_R","A1Y2_240_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_10_D_3","1103P","Full","10","A"
"A1Y2_241_R","A1Y2_241_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_11_A_2","3309C","RDI","11","B"
"A1Y2_242_R","A1Y2_242_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_11_A_3","3309C","RDI","11","B"
"A1Y2_243_R","A1Y2_243_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_11_B_2","1103P","RDI","11","B"
"A1Y2_244_R","A1Y2_244_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_11_B_3","1103P","RDI","11","B"
"A1Y2_245_R","A1Y2_245_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_11_C_2","Ungrafted","RDI","11","B"
"A1Y2_246_R","A1Y2_246_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_11_C_3","Ungrafted","RDI","11","B"
"A1Y2_247_R","A1Y2_247_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_11_D_2","SO4","RDI","11","B"
"A1Y2_248_R","A1Y2_248_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_11_D_3","SO4","RDI","11","B"
"A1Y2_249_R","A1Y2_249_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_12_A_2","1103P","Full","12","B"
"A1Y2_250_R","A1Y2_250_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_12_A_3","1103P","Full","12","B"
"A1Y2_251_R","A1Y2_251_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_12_B_2","Ungrafted","Full","12","B"
"A1Y2_252_R","A1Y2_252_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_12_B_3","Ungrafted","Full","12","B"
"A1Y2_253_R","A1Y2_253_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_12_C_2","SO4","Full","12","B"
"A1Y2_254_R","A1Y2_254_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_12_C_3","SO4","Full","12","B"
"A1Y2_255_R","A1Y2_255_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_12_D_2","3309C","Full","12","B"
"A1Y2_256_R","A1Y2_256_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_12_D_3","3309C","Full","12","B"
"A1Y2_257_R","A1Y2_257_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_13_A_2","SO4","None","13","B"
"A1Y2_258_R","A1Y2_258_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_13_A_3","SO4","None","13","B"
"A1Y2_259_R","A1Y2_259_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_13_B_2","3309C","None","13","B"
"A1Y2_260_R","A1Y2_260_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_13_B_3","3309C","None","13","B"
"A1Y2_261_R","A1Y2_261_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_13_C_2","1103P","None","13","B"
"A1Y2_262_R","A1Y2_262_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_13_C_3","1103P","None","13","B"
"A1Y2_263_R","A1Y2_263_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_13_D_2","Ungrafted","None","13","B"
"A1Y2_264_R","A1Y2_264_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_13_D_3","Ungrafted","None","13","B"
"A1Y2_265_R","A1Y2_265_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_14_A_2","3309C","RDI","14","C"
"A1Y2_266_R","A1Y2_266_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_14_A_3","3309C","RDI","14","C"
"A1Y2_267_R","A1Y2_267_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_14_B_2","SO4","RDI","14","C"
"A1Y2_268_R","A1Y2_268_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_14_B_3","SO4","RDI","14","C"
"A1Y2_269_R","A1Y2_269_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_14_C_2","Ungrafted","RDI","14","C"
"A1Y2_270_R","A1Y2_270_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_14_C_3","Ungrafted","RDI","14","C"
"A1Y2_271_R","A1Y2_271_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_14_D_2","1103P","RDI","14","C"
"A1Y2_272_R","A1Y2_272_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_14_D_3","1103P","RDI","14","C"
"A1Y2_273_R","A1Y2_273_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_15_A_2","Ungrafted","None","15","C"
"A1Y2_274_R","A1Y2_274_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_15_A_3","Ungrafted","None","15","C"
"A1Y2_275_R","A1Y2_275_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_15_B_2","3309C","None","15","C"
"A1Y2_276_R","A1Y2_276_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_15_B_3","3309C","None","15","C"
"A1Y2_277_R","A1Y2_277_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_15_C_2","1103P","None","15","C"
"A1Y2_278_R","A1Y2_278_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_15_C_3","1103P","None","15","C"
"A1Y2_279_R","A1Y2_279_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_15_D_2","SO4","None","15","C"
"A1Y2_280_R","A1Y2_280_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_15_D_3","SO4","None","15","C"
"A1Y2_281_R","A1Y2_281_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_16_A_2","1103P","Full","16","C"
"A1Y2_282_R","A1Y2_282_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_16_A_3","1103P","Full","16","C"
"A1Y2_283_R","A1Y2_283_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_16_B_2","Ungrafted","Full","16","C"
"A1Y2_285_R","A1Y2_285_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_16_C_2","SO4","Full","16","C"
"A1Y2_286_R","A1Y2_286_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_16_C_3","SO4","Full","16","C"
"A1Y2_287_R","A1Y2_287_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_16_D_2","3309C","Full","16","C"
"A1Y2_288_R","A1Y2_288_R","2018","Reproductive","Anthesis","2018_Anthesis_Reproductive_16_D_3","3309C","Full","16","C"
